atm_id,transaction_date,daily_transactions,avg_withdrawal_amount,daily_cash_dispensed,cash_balance_eod,was_replenished
ATM025,2024-07-06,135,70.71,9575.72,80907.43,False
ATM025,2024-07-07,112,72.08,8102.53,72804.9,False
ATM025,2024-07-08,88,66.81,5885.94,66918.96,False
ATM025,2024-07-09,82,72.91,5982.39,60936.58,False
ATM025,2024-07-10,94,68.37,6439.71,54496.86,False
ATM025,2024-07-11,92,68.56,6312.13,93687.87,True
ATM025,2024-07-12,126,71.96,9085.25,84602.62,False
ATM025,2024-07-13,166,67.8,11251.74,73350.88,False
ATM025,2024-07-14,113,71.37,8048.25,65302.63,False
ATM025,2024-07-15,85,69.82,5957.44,59345.19,False
ATM025,2024-07-16,90,70.34,6361.44,52983.75,False
ATM025,2024-07-17,80,70.28,5625.32,94374.68,True
ATM025,2024-07-18,100,73.32,7306.16,87068.52,False
ATM025,2024-07-19,133,68.85,9138.03,77930.48,False
ATM025,2024-07-20,146,70.61,10329.71,67600.77,False
ATM025,2024-07-21,108,71.27,7686.95,59913.82,False
ATM025,2024-07-22,84,70.83,5980.21,53933.61,False
ATM025,2024-07-23,85,69.7,5896.99,94103.01,True
ATM025,2024-07-24,107,67.06,7146.17,86956.84,False
ATM025,2024-07-25,102,67.32,6852.52,80104.32,False
ATM025,2024-07-26,134,72.2,9679.16,70425.15,False
ATM025,2024-07-27,152,69.75,10607.07,59818.09,False
ATM025,2024-07-28,119,70.69,8378.94,51439.15,False
ATM025,2024-07-29,96,71.5,6852.33,93147.67,True
ATM025,2024-07-30,73,69.84,5078.72,88068.95,False
ATM025,2024-07-31,86,68.26,5879.96,82188.99,False
ATM025,2024-08-01,112,69.21,7747.74,74441.25,False
ATM025,2024-08-02,163,67.04,10932.51,63508.75,False
ATM025,2024-08-03,136,71.6,9716.13,53792.61,False
ATM025,2024-08-04,106,70.65,7454.64,92545.36,True
ATM025,2024-08-05,92,69.7,6419.61,86125.75,False
ATM025,2024-08-06,86,70.38,6080.58,80045.17,False
ATM025,2024-08-07,90,73.39,6632.16,73413.01,False
ATM025,2024-08-08,100,69.17,6889.54,66523.47,False
ATM025,2024-08-09,126,73.09,9232.12,57291.36,False
ATM025,2024-08-10,167,66.01,11000.79,88999.21,True
ATM025,2024-08-11,98,68.26,6663.96,82335.24,False
ATM025,2024-08-12,94,69.93,6575.36,75759.88,False
ATM025,2024-08-13,92,69.63,6439.37,69320.51,False
ATM025,2024-08-14,98,71.62,6992.48,62328.03,False
ATM025,2024-08-15,97,72.41,7025.95,55302.09,False
ATM025,2024-08-16,122,69.82,8532.11,91467.89,True
ATM025,2024-08-17,149,71.26,10583.23,80884.66,False
ATM025,2024-08-18,97,69.45,6771.15,74113.5,False
ATM025,2024-08-19,94,71.0,6654.22,67459.28,False
ATM025,2024-08-20,94,71.6,6749.21,60710.07,False
ATM025,2024-08-21,88,71.42,6313.92,54396.15,False
ATM025,2024-08-22,98,70.31,6890.09,93109.91,True
ATM025,2024-08-23,145,69.9,10123.88,82986.03,False
ATM025,2024-08-24,149,72.02,10750.84,72235.19,False
ATM025,2024-08-25,111,72.59,8025.18,64210.01,False
ATM025,2024-08-26,107,71.48,7615.69,56594.32,False
ATM025,2024-08-27,85,71.07,6014.1,50580.22,False
ATM025,2024-08-28,92,71.29,6552.41,93447.59,True
ATM025,2024-08-29,117,66.46,7758.82,85688.76,False
ATM025,2024-08-30,144,73.89,10646.48,75042.28,False
ATM025,2024-08-31,153,71.24,10907.05,64135.23,False
ATM025,2024-09-01,107,70.01,7506.86,56628.37,False
ATM025,2024-09-02,95,71.33,6794.24,49834.12,False
ATM025,2024-09-03,92,71.32,6532.87,93467.13,True
ATM025,2024-09-04,94,71.65,6752.44,86714.7,False
ATM025,2024-09-05,91,71.75,6504.38,80210.32,False
ATM025,2024-09-06,156,69.94,10906.53,69303.79,False
ATM025,2024-09-07,171,68.07,11641.87,57661.91,False
ATM025,2024-09-08,111,68.65,7619.03,50042.88,False
ATM025,2024-09-09,97,73.45,7126.1,92873.9,True
ATM025,2024-09-10,85,72.46,6168.48,86705.42,False
ATM025,2024-09-11,102,69.93,7117.52,79587.89,False
ATM025,2024-09-12,99,71.54,7051.65,72536.24,False
ATM025,2024-09-13,129,70.23,9027.57,63508.67,False
ATM025,2024-09-14,177,68.95,12178.11,51330.56,False
ATM025,2024-09-15,114,71.1,8105.16,91894.84,True
ATM025,2024-09-16,91,70.47,6396.53,85498.31,False
ATM025,2024-09-17,99,71.16,7022.22,78476.09,False
ATM025,2024-09-18,91,73.36,6663.89,71812.2,False
ATM025,2024-09-19,101,67.8,6847.76,64964.45,False
ATM025,2024-09-20,154,70.29,10837.85,54126.59,False
ATM025,2024-09-21,163,68.4,11158.45,88841.55,True
ATM025,2024-09-22,116,67.7,7845.42,80996.13,False
ATM025,2024-09-23,95,68.64,6499.21,74496.92,False
ATM025,2024-09-24,84,69.36,5841.34,68655.58,False
ATM025,2024-09-25,80,67.56,5400.43,63255.15,False
ATM025,2024-09-26,104,70.73,7381.29,55873.86,False
ATM025,2024-09-27,125,71.15,8882.36,91117.64,True
ATM025,2024-09-28,138,71.52,9856.88,81260.76,False
ATM025,2024-09-29,109,69.32,7573.37,73687.38,False
ATM025,2024-09-30,85,75.38,6429.16,67258.22,False
ATM025,2024-10-01,84,70.48,5890.14,61368.08,False
ATM025,2024-10-02,99,67.98,6697.35,54670.73,False
ATM025,2024-10-03,91,68.74,6250.0,93750.0,True
ATM025,2024-10-04,146,69.28,10098.87,83651.13,False
ATM025,2024-10-05,143,71.91,10313.64,73337.49,False
ATM025,2024-10-06,103,69.81,7215.92,66121.58,False
ATM025,2024-10-07,82,70.67,5819.71,60301.87,False
ATM025,2024-10-08,88,71.67,6312.06,53989.81,False
ATM025,2024-10-09,84,69.6,5852.38,94147.62,True
ATM025,2024-10-10,92,69.48,6389.7,87757.93,False
ATM025,2024-10-11,153,69.33,10622.62,77135.3,False
ATM025,2024-10-12,139,68.57,9526.05,67609.25,False
ATM025,2024-10-13,101,67.28,6820.73,60788.52,False
ATM025,2024-10-14,101,66.96,6781.43,54007.1,False
ATM025,2024-10-15,91,70.05,6348.76,93651.24,True
ATM025,2024-10-16,87,70.48,6109.28,87541.96,False
ATM025,2024-10-17,91,71.77,6543.97,80997.99,False
ATM025,2024-10-18,132,69.19,9119.15,71878.84,False
ATM025,2024-10-19,142,71.45,10117.54,61761.3,False
ATM025,2024-10-20,123,64.49,7931.52,53829.79,False
ATM025,2024-10-21,99,66.34,6586.46,93413.54,True
ATM025,2024-10-22,87,69.77,6064.82,87348.73,False
ATM025,2024-10-23,87,71.05,6186.51,81162.21,False
ATM025,2024-10-24,107,68.38,7349.15,73813.06,False
ATM025,2024-10-25,129,69.92,9048.28,64764.78,False
ATM025,2024-10-26,136,69.0,9408.22,55356.56,False
ATM025,2024-10-27,126,66.84,8390.49,91609.51,True
ATM025,2024-10-28,92,68.76,6318.05,85291.46,False
ATM025,2024-10-29,104,68.87,7147.52,78143.95,False
ATM025,2024-10-30,90,67.84,6131.44,72012.51,False
ATM025,2024-10-31,99,70.57,6992.46,65020.05,False
ATM025,2024-11-01,147,72.08,10620.31,54399.75,False
ATM025,2024-11-02,176,71.79,12605.51,87394.49,True
ATM025,2024-11-03,125,70.51,8804.63,78589.86,False
ATM025,2024-11-04,103,73.06,7521.88,71067.98,False
ATM025,2024-11-05,106,70.02,7389.42,63678.56,False
ATM025,2024-11-06,105,68.92,7246.03,56432.53,False
ATM025,2024-11-07,117,71.72,8384.08,48048.45,False
ATM025,2024-11-08,153,70.27,10770.99,89229.01,True
ATM025,2024-11-09,177,70.75,12529.06,76699.95,False
ATM025,2024-11-10,117,68.06,7994.25,68705.7,False
ATM025,2024-11-11,99,70.07,6938.77,61766.93,False
ATM025,2024-11-12,100,68.96,6881.54,54885.39,False
ATM025,2024-11-13,100,69.15,6882.15,48003.24,False
ATM025,2024-11-14,106,71.59,7621.76,92378.24,True
ATM025,2024-11-15,166,70.32,11685.18,80693.07,False
ATM025,2024-11-16,184,65.72,12109.9,68583.17,False
ATM025,2024-11-17,128,68.4,8724.83,59858.34,False
ATM025,2024-11-18,109,71.3,7768.23,52090.11,False
ATM025,2024-11-19,103,72.65,7497.99,44592.12,False
ATM025,2024-11-20,105,68.72,7190.41,92809.59,True
ATM025,2024-11-21,126,70.35,8867.08,83942.51,False
ATM025,2024-11-22,150,73.88,11106.0,72836.51,False
ATM025,2024-11-23,185,69.6,12879.03,59957.48,False
ATM025,2024-11-24,118,72.79,8586.84,51370.64,False
ATM025,2024-11-25,111,70.05,7746.36,43624.28,False
ATM025,2024-11-26,107,71.85,7684.85,92315.15,True
ATM025,2024-11-27,108,71.86,7775.84,84539.32,False
ATM025,2024-11-28,120,71.17,8510.41,76028.9,False
ATM025,2024-11-29,145,73.8,10735.55,65293.36,False
ATM025,2024-11-30,161,70.65,11345.28,53948.08,False
ATM025,2024-12-01,118,69.79,8204.43,45743.65,False
ATM025,2024-12-02,104,70.29,7335.62,92664.38,True
ATM025,2024-12-03,110,67.99,7506.99,85157.39,False
ATM025,2024-12-04,102,72.93,7466.84,77690.55,False
ATM025,2024-12-05,110,68.21,7522.03,70168.53,False
ATM025,2024-12-06,171,70.16,12001.46,58167.07,False
ATM025,2024-12-07,173,72.15,12500.14,45666.93,False
ATM025,2024-12-08,124,68.91,8522.1,91477.9,True
ATM025,2024-12-09,105,69.27,7299.08,84178.82,False
ATM025,2024-12-10,121,66.43,8050.04,76128.78,False
ATM025,2024-12-11,103,67.13,6882.18,69246.6,False
ATM025,2024-12-12,132,68.71,9095.8,60150.8,False
ATM025,2024-12-13,166,66.61,11044.23,49106.57,False
ATM025,2024-12-14,169,71.82,12143.48,87856.52,True
ATM025,2024-12-15,131,69.77,9170.16,78686.37,False
ATM025,2024-12-16,99,69.31,6842.76,71843.61,False
ATM025,2024-12-17,109,67.92,7405.29,64438.31,False
ATM025,2024-12-18,109,71.86,7833.21,56605.1,False
ATM025,2024-12-19,111,71.52,7946.16,48658.94,False
ATM025,2024-12-20,155,72.41,11213.22,88786.78,True
ATM025,2024-12-21,211,67.7,14261.3,74525.48,False
ATM025,2024-12-22,131,72.74,9507.79,65017.69,False
ATM025,2024-12-23,104,68.79,7133.38,57884.31,False
ATM025,2024-12-24,101,69.72,7034.77,50849.54,False
ATM025,2024-12-25,105,69.58,7297.89,43551.65,False
ATM025,2024-12-26,132,66.02,8743.87,91256.13,True
ATM025,2024-12-27,148,71.41,10555.03,80701.1,False
ATM025,2024-12-28,190,67.78,12856.55,67844.54,False
ATM025,2024-12-29,129,72.79,9369.19,58475.35,False
ATM025,2024-12-30,112,67.88,7608.77,50866.59,False
ATM025,2024-12-31,106,73.62,7792.47,43074.12,False
ATM026,2024-01-01,130,70.24,9140.4,70859.6,False
ATM026,2024-01-02,101,70.93,7194.09,63665.51,False
ATM026,2024-01-03,115,67.33,7749.85,55915.66,False
ATM026,2024-01-04,112,72.5,8104.43,47811.23,False
ATM026,2024-01-05,167,70.7,11822.51,35988.72,False
ATM026,2024-01-06,203,70.34,14286.94,65713.06,True
ATM026,2024-01-07,144,70.8,10202.85,55510.21,False
ATM026,2024-01-08,125,68.4,8551.1,46959.11,False
ATM026,2024-01-09,110,69.78,7660.81,39298.31,False
ATM026,2024-01-10,116,70.9,8226.48,31071.83,False
ATM026,2024-01-11,140,70.72,9879.57,21192.25,False
ATM026,2024-01-12,181,65.42,11842.24,68157.76,True
ATM026,2024-01-13,194,67.18,13000.57,55157.19,False
ATM026,2024-01-14,135,70.51,9495.15,45662.04,False
ATM026,2024-01-15,115,73.9,8519.01,37143.03,False
ATM026,2024-01-16,114,74.01,8409.71,28733.32,False
ATM026,2024-01-17,121,72.28,8725.5,20007.82,False
ATM026,2024-01-18,132,67.74,8919.42,71080.58,True
ATM026,2024-01-19,174,69.98,12146.09,58934.49,False
ATM026,2024-01-20,193,67.9,13129.32,45805.17,False
ATM026,2024-01-21,152,67.89,10289.11,35516.06,False
ATM026,2024-01-22,112,67.64,7606.84,27909.22,False
ATM026,2024-01-23,118,67.92,7997.79,19911.42,False
ATM026,2024-01-24,115,71.26,8168.0,71832.0,True
ATM026,2024-01-25,139,68.61,9521.62,62310.38,False
ATM026,2024-01-26,166,68.79,11440.49,50869.89,False
ATM026,2024-01-27,200,71.87,14363.84,36506.05,False
ATM026,2024-01-28,141,72.52,10243.15,26262.9,False
ATM026,2024-01-29,139,68.99,9558.56,16704.34,False
ATM026,2024-01-30,130,69.45,9021.68,70978.32,True
ATM026,2024-01-31,125,71.49,8913.61,62064.71,False
ATM026,2024-02-01,98,67.97,6636.85,55427.86,False
ATM026,2024-02-02,145,66.26,9589.06,45838.8,False
ATM026,2024-02-03,164,74.34,12158.75,33680.04,False
ATM026,2024-02-04,114,71.79,8178.83,25501.22,False
ATM026,2024-02-05,111,70.44,7830.25,72169.75,True
ATM026,2024-02-06,97,69.48,6763.07,65406.67,False
ATM026,2024-02-07,100,71.84,7181.42,58225.25,False
ATM026,2024-02-08,111,70.9,7872.37,50352.88,False
ATM026,2024-02-09,156,66.65,10407.52,39945.36,False
ATM026,2024-02-10,181,67.3,12174.43,27770.93,False
ATM026,2024-02-11,121,71.59,8696.69,71303.31,True
ATM026,2024-02-12,95,68.72,6515.87,64787.44,False
ATM026,2024-02-13,113,69.83,7859.73,56927.71,False
ATM026,2024-02-14,89,71.68,6349.99,50577.71,False
ATM026,2024-02-15,166,65.97,10975.39,39602.33,False
ATM026,2024-02-16,242,68.08,16464.52,23137.81,False
ATM026,2024-02-17,260,68.29,17773.19,62226.81,True
ATM026,2024-02-18,189,70.39,13300.48,48926.33,False
ATM026,2024-02-19,126,70.8,8948.96,39977.38,False
ATM026,2024-02-20,138,72.98,10091.35,69908.65,True
ATM026,2024-02-21,151,71.59,10807.53,59101.12,False
ATM026,2024-02-22,161,68.34,11023.23,48077.89,False
ATM026,2024-02-23,229,69.24,15847.76,64152.24,True
ATM026,2024-02-24,274,69.68,19084.34,45067.9,False
ATM026,2024-02-25,170,68.26,11618.03,33449.86,False
ATM026,2024-02-26,165,69.65,11476.89,68523.11,True
ATM026,2024-02-27,140,72.23,10140.22,58382.89,False
ATM026,2024-02-28,151,65.31,9860.58,48522.31,False
ATM026,2024-02-29,155,70.51,10913.95,69086.05,True
ATM026,2024-03-01,234,66.72,15601.36,53484.69,False
ATM026,2024-03-02,265,70.34,18659.06,34825.63,False
ATM026,2024-03-03,184,70.88,13007.51,66992.49,True
ATM026,2024-03-04,139,70.64,9795.13,57197.36,False
ATM026,2024-03-05,152,72.39,10973.48,46223.88,False
ATM026,2024-03-06,156,71.08,11057.04,68942.96,True
ATM026,2024-03-07,147,69.97,10258.67,58684.29,False
ATM026,2024-03-08,204,72.69,14847.97,43836.32,False
ATM026,2024-03-09,277,68.0,18808.98,61191.02,True
ATM026,2024-03-10,179,70.52,12617.41,48573.61,False
ATM026,2024-03-11,172,66.48,11425.38,37148.24,False
ATM026,2024-03-12,126,70.08,8822.33,71177.67,True
ATM026,2024-03-13,125,70.33,8805.53,62372.14,False
ATM026,2024-03-14,166,72.6,12075.72,50296.42,False
ATM026,2024-03-15,216,70.34,15199.22,64800.78,True
ATM026,2024-03-16,177,67.53,11966.4,52834.38,False
ATM026,2024-03-17,126,70.58,8878.74,43955.64,False
ATM026,2024-03-18,96,70.3,6764.51,73235.49,True
ATM026,2024-03-19,94,71.64,6709.31,66526.18,False
ATM026,2024-03-20,96,70.48,6743.89,59782.3,False
ATM026,2024-03-21,107,68.03,7297.76,52484.54,False
ATM026,2024-03-22,155,68.12,10571.07,41913.47,False
ATM026,2024-03-23,170,71.24,12091.93,29821.55,False
ATM026,2024-03-24,112,70.45,7893.41,72106.59,True
ATM026,2024-03-25,100,66.63,6687.18,65419.42,False
ATM026,2024-03-26,93,69.89,6497.67,58921.75,False
ATM026,2024-03-27,102,70.31,7173.31,51748.44,False
ATM026,2024-03-28,120,67.94,8121.94,43626.49,False
ATM026,2024-03-29,138,73.45,10173.07,33453.42,False
ATM026,2024-03-30,145,69.05,9987.37,70012.63,True
ATM026,2024-03-31,111,69.59,7725.92,62286.7,False
ATM026,2024-04-01,115,71.26,8215.16,54071.54,False
ATM026,2024-04-02,123,67.26,8276.81,45794.74,False
ATM026,2024-04-03,114,70.0,7964.7,37830.04,False
ATM026,2024-04-04,128,75.11,9632.19,28197.85,False
ATM026,2024-04-05,194,67.87,13165.91,66834.09,True
ATM026,2024-04-06,194,70.38,13629.68,53204.42,False
ATM026,2024-04-07,136,70.99,9636.42,43567.99,False
ATM026,2024-04-08,102,71.16,7223.91,36344.08,False
ATM026,2024-04-09,113,69.77,7863.44,28480.65,False
ATM026,2024-04-10,137,67.35,9196.2,19284.45,False
ATM026,2024-04-11,130,71.67,9322.62,70677.38,True
ATM026,2024-04-12,190,66.61,12684.22,57993.16,False
ATM026,2024-04-13,217,69.56,15079.66,42913.5,False
ATM026,2024-04-14,139,69.35,9630.93,33282.58,False
ATM026,2024-04-15,122,67.5,8245.29,25037.28,False
ATM026,2024-04-16,120,68.75,8224.5,16812.79,False
ATM026,2024-04-17,122,71.09,8698.51,71301.49,True
ATM026,2024-04-18,147,69.56,10248.7,61052.79,False
ATM026,2024-04-19,177,66.91,11848.57,49204.22,False
ATM026,2024-04-20,224,71.39,15996.23,33207.99,False
ATM026,2024-04-21,129,73.56,9520.41,23687.58,False
ATM026,2024-04-22,139,67.16,9312.19,14375.39,False
ATM026,2024-04-23,111,69.72,7712.39,72287.61,True
ATM026,2024-04-24,110,69.8,7700.49,64587.12,False
ATM026,2024-04-25,143,67.12,9613.72,54973.4,False
ATM026,2024-04-26,177,72.45,12793.6,42179.81,False
ATM026,2024-04-27,202,69.84,14109.3,28070.5,False
ATM026,2024-04-28,133,71.74,9536.63,18533.88,False
ATM026,2024-04-29,111,70.51,7799.1,72200.9,True
ATM026,2024-04-30,113,72.36,8144.61,64056.29,False
ATM026,2024-05-01,96,68.95,6639.76,57416.52,False
ATM026,2024-05-02,99,70.92,6987.35,50429.17,False
ATM026,2024-05-03,149,68.19,10139.58,40289.6,False
ATM026,2024-05-04,152,71.13,10835.42,29454.18,False
ATM026,2024-05-05,114,67.87,7708.92,72291.08,True
ATM026,2024-05-06,108,69.65,7514.36,64776.71,False
ATM026,2024-05-07,105,69.25,7243.69,57533.03,False
ATM026,2024-05-08,98,70.33,6915.67,50617.36,False
ATM026,2024-05-09,115,72.74,8399.25,42218.11,False
ATM026,2024-05-10,165,68.68,11323.04,30895.06,False
ATM026,2024-05-11,149,71.6,10669.82,69330.18,True
ATM026,2024-05-12,127,72.44,9170.2,60159.98,False
ATM026,2024-05-13,99,71.53,7063.81,53096.17,False
ATM026,2024-05-14,102,70.31,7137.96,45958.22,False
ATM026,2024-05-15,100,70.21,7009.98,38948.24,False
ATM026,2024-05-16,105,68.56,7212.86,31735.38,False
ATM026,2024-05-17,149,66.64,9944.39,70055.61,True
ATM026,2024-05-18,165,69.91,11547.83,58507.78,False
ATM026,2024-05-19,121,72.65,8783.92,49723.85,False
ATM026,2024-05-20,106,72.98,7742.87,41980.99,False
ATM026,2024-05-21,96,66.99,6425.37,35555.62,False
ATM026,2024-05-22,101,72.9,7381.82,28173.8,False
ATM026,2024-05-23,120,71.02,8499.03,71500.97,True
ATM026,2024-05-24,128,70.77,9082.45,62418.52,False
ATM026,2024-05-25,164,72.63,11886.2,50532.32,False
ATM026,2024-05-26,128,71.91,9204.2,41328.12,False
ATM026,2024-05-27,100,67.84,6773.12,34555.0,False
ATM026,2024-05-28,103,68.34,7033.09,27521.91,False
ATM026,2024-05-29,115,66.42,7668.55,72331.45,True
ATM026,2024-05-30,112,70.67,7930.49,64400.96,False
ATM026,2024-05-31,151,68.06,10294.81,54106.15,False
ATM026,2024-06-01,144,68.88,9896.42,44209.73,False
ATM026,2024-06-02,111,72.33,8033.45,36176.29,False
ATM026,2024-06-03,94,70.95,6681.02,29495.26,False
ATM026,2024-06-04,87,71.01,6189.12,73810.88,True
ATM026,2024-06-05,79,74.4,5913.45,67897.43,False
ATM026,2024-06-06,118,64.13,7547.06,60350.38,False
ATM026,2024-06-07,146,68.16,9933.08,50417.29,False
ATM026,2024-06-08,158,69.23,10919.94,39497.36,False
ATM026,2024-06-09,116,68.29,7950.24,31547.12,False
ATM026,2024-06-10,91,71.73,6507.55,73492.45,True
ATM026,2024-06-11,106,69.47,7369.34,66123.1,False
ATM026,2024-06-12,102,67.63,6907.68,59215.42,False
ATM026,2024-06-13,109,70.48,7659.94,51555.49,False
ATM026,2024-06-14,145,70.83,10285.71,41269.78,False
ATM026,2024-06-15,172,67.79,11682.67,29587.1,False
ATM026,2024-06-16,130,69.56,9053.03,70946.97,True
ATM026,2024-06-17,112,70.88,7935.62,63011.36,False
ATM026,2024-06-18,107,72.47,7777.34,55234.02,False
ATM026,2024-06-19,103,68.48,7027.08,48206.93,False
ATM026,2024-06-20,102,71.12,7256.68,40950.25,False
ATM026,2024-06-21,153,68.76,10550.07,30400.19,False
ATM026,2024-06-22,173,70.08,12119.45,67880.55,True
ATM026,2024-06-23,130,67.95,8831.42,59049.13,False
ATM026,2024-06-24,107,71.05,7568.8,51480.33,False
ATM026,2024-06-25,102,72.05,7367.5,44112.82,False
ATM026,2024-06-26,99,69.65,6875.21,37237.62,False
ATM026,2024-06-27,124,69.39,8635.18,28602.44,False
ATM026,2024-06-28,159,69.2,11006.69,68993.31,True
ATM026,2024-06-29,149,67.42,10035.87,58957.44,False
ATM026,2024-06-30,120,71.47,8567.71,50389.73,False
ATM026,2024-07-01,100,72.41,7262.44,43127.29,False
ATM026,2024-07-02,102,68.37,6963.19,36164.1,False
ATM026,2024-07-03,102,70.36,7210.0,28954.1,False
ATM026,2024-07-04,103,70.99,7320.97,72679.03,True
ATM026,2024-07-05,153,68.73,10503.09,62175.94,False
ATM026,2024-07-06,155,72.97,11291.46,50884.48,False
ATM026,2024-07-07,130,70.4,9172.85,41711.63,False
ATM026,2024-07-08,106,66.99,7085.71,34625.92,False
ATM026,2024-07-09,106,72.18,7641.58,26984.34,False
ATM026,2024-07-10,112,65.22,7290.01,72709.99,True
ATM026,2024-07-11,110,69.73,7643.81,65066.17,False
ATM026,2024-07-12,159,69.05,10956.25,54109.92,False
ATM026,2024-07-13,158,71.3,11248.98,42860.94,False
ATM026,2024-07-14,115,68.79,7888.73,34972.21,False
ATM026,2024-07-15,98,72.81,7153.52,27818.69,False
ATM026,2024-07-16,99,72.26,7169.54,72830.46,True
ATM026,2024-07-17,95,73.14,6946.94,65883.52,False
ATM026,2024-07-18,91,74.25,6747.35,59136.17,False
ATM026,2024-07-19,171,70.96,12142.8,46993.37,False
ATM026,2024-07-20,173,69.92,12118.77,34874.6,False
ATM026,2024-07-21,119,68.72,8206.41,26668.19,False
ATM026,2024-07-22,99,71.17,7033.19,72966.81,True
ATM026,2024-07-23,94,74.17,6977.15,65989.66,False
ATM026,2024-07-24,104,66.87,6964.93,59024.73,False
ATM026,2024-07-25,127,67.44,8551.73,50472.99,False
ATM026,2024-07-26,142,70.57,10043.8,40429.19,False
ATM026,2024-07-27,176,66.96,11771.71,28657.47,False
ATM026,2024-07-28,118,66.89,7903.71,72096.29,True
ATM026,2024-07-29,102,72.49,7371.28,64725.01,False
ATM026,2024-07-30,86,72.09,6219.69,58505.32,False
ATM026,2024-07-31,108,68.62,7381.84,51123.48,False
ATM026,2024-08-01,98,67.75,6634.29,44489.19,False
ATM026,2024-08-02,137,73.24,10018.62,34470.57,False
ATM026,2024-08-03,167,67.89,11338.64,68661.36,True
ATM026,2024-08-04,125,67.28,8414.32,60247.04,False
ATM026,2024-08-05,108,67.95,7316.08,52930.96,False
ATM026,2024-08-06,90,70.79,6391.52,46539.44,False
ATM026,2024-08-07,105,74.62,7817.66,38721.78,False
ATM026,2024-08-08,103,68.75,7086.85,31634.93,False
ATM026,2024-08-09,149,72.45,10828.71,69171.29,True
ATM026,2024-08-10,140,70.18,9825.8,59345.5,False
ATM026,2024-08-11,122,65.96,8048.5,51297.0,False
ATM026,2024-08-12,93,68.81,6426.75,44870.24,False
ATM026,2024-08-13,94,72.12,6803.02,38067.23,False
ATM026,2024-08-14,98,71.99,7089.91,30977.31,False
ATM026,2024-08-15,111,68.52,7636.22,72363.78,True
ATM026,2024-08-16,144,71.46,10311.41,62052.37,False
ATM026,2024-08-17,176,69.69,12289.89,49762.48,False
ATM026,2024-08-18,110,70.7,7803.31,41959.18,False
ATM026,2024-08-19,101,72.59,7297.49,34661.69,False
ATM026,2024-08-20,94,68.6,6460.69,28201.0,False
ATM026,2024-08-21,105,69.14,7292.16,72707.84,True
ATM026,2024-08-22,102,72.63,7385.76,65322.08,False
ATM026,2024-08-23,128,74.32,9489.09,55832.99,False
ATM026,2024-08-24,153,71.82,10952.99,44879.99,False
ATM026,2024-08-25,117,70.57,8264.5,36615.49,False
ATM026,2024-08-26,97,71.8,6928.73,29686.76,False
ATM026,2024-08-27,96,68.8,6612.33,73387.67,True
ATM026,2024-08-28,112,70.06,7852.27,65535.4,False
ATM026,2024-08-29,109,66.87,7269.83,58265.56,False
ATM026,2024-08-30,173,68.84,11901.97,46363.6,False
ATM026,2024-08-31,186,70.84,13208.04,33155.55,False
ATM026,2024-09-01,120,70.36,8411.4,24744.16,False
ATM026,2024-09-02,126,65.4,8241.54,71758.46,True
ATM026,2024-09-03,99,69.44,6877.49,64880.97,False
ATM026,2024-09-04,97,70.31,6813.81,58067.16,False
ATM026,2024-09-05,106,70.4,7481.21,50585.95,False
ATM026,2024-09-06,155,67.24,10427.67,40158.28,False
ATM026,2024-09-07,164,71.5,11742.24,28416.03,False
ATM026,2024-09-08,108,73.92,8017.62,71982.38,True
ATM026,2024-09-09,108,71.77,7748.98,64233.4,False
ATM026,2024-09-10,102,70.06,7181.27,57052.13,False
ATM026,2024-09-11,102,73.3,7491.47,49560.67,False
ATM026,2024-09-12,117,68.8,8065.49,41495.18,False
ATM026,2024-09-13,146,71.2,10415.92,31079.26,False
ATM026,2024-09-14,174,69.84,12123.42,67876.58,True
ATM026,2024-09-15,109,73.33,8003.74,59872.83,False
ATM026,2024-09-16,96,68.02,6547.01,53325.82,False
ATM026,2024-09-17,91,68.02,6174.02,47151.8,False
ATM026,2024-09-18,104,72.69,7547.25,39604.56,False
ATM026,2024-09-19,107,71.04,7582.55,32022.01,False
ATM026,2024-09-20,155,67.5,10437.22,69562.78,True
ATM026,2024-09-21,183,72.89,13353.32,56209.47,False
ATM026,2024-09-22,125,68.2,8536.87,47672.59,False
ATM026,2024-09-23,101,68.55,6947.11,40725.48,False
ATM026,2024-09-24,97,70.65,6821.5,33903.98,False
ATM026,2024-09-25,101,66.95,6753.02,27150.96,False
ATM026,2024-09-26,126,70.5,8848.75,71151.25,True
ATM026,2024-09-27,156,69.11,10784.12,60367.13,False
ATM026,2024-09-28,147,69.83,10248.76,50118.37,False
ATM026,2024-09-29,114,71.49,8141.38,41976.99,False
ATM026,2024-09-30,105,71.61,7519.48,34457.51,False
ATM026,2024-10-01,98,73.79,7260.35,27197.16,False
ATM026,2024-10-02,98,72.31,7107.55,72892.45,True
ATM026,2024-10-03,120,66.01,7890.05,65002.4,False
ATM026,2024-10-04,152,68.18,10332.53,54669.87,False
ATM026,2024-10-05,170,68.34,11619.65,43050.22,False
ATM026,2024-10-06,121,72.06,8688.35,34361.87,False
ATM026,2024-10-07,105,73.4,7677.71,26684.16,False
ATM026,2024-10-08,89,67.48,6025.06,73974.94,True
ATM026,2024-10-09,118,72.12,8489.38,65485.56,False
ATM026,2024-10-10,111,70.07,7742.65,57742.92,False
ATM026,2024-10-11,158,65.94,10403.4,47339.51,False
